Wormhole Presents: Jon1st & Shield (Live) + Supertask & More 	The Great Northern (San Francisco)	Fri: Dec 20 (10pm-3am)	dubstep, trap, glitch-hop, hip-hop, psydub, breakbeat, bass music	$5-10 | 21+		https://www.eventbrite.com/e/wormhole-presents-jon1st-shield-live-supertask-more-tickets-75916609623
Hernan Cattaneo 	Public Works (San Francisco)	Fri: Dec 20 (10pm-4am)	progressive house	$10-25 | 21+	Set-SF	https://www.residentadvisor.net/events/1330963
Rybo & Lubelski 	Halcyon (San Francisco)	Fri: Dec 20 (10pm-4am)	tech house, techno	$5-20 | 21+		https://www.eventbrite.com/e/rybo-and-lubelski-tickets-80964955361
Brunch Af Ugly Sweater Party 	Costanza's (Sacramento)	Sat: Dec 21 (11am-3pm)	house	Free w/RSVP	Ajotta	https://www.facebook.com/events/460472101275413/
Dirtybird Holiday - SF Pop-Up Shop 	Bar Fluxus (San Francisco)	Sat: Dec 21 (2pm-2am)	tech house, funky house	21+		https://www.facebook.com/events/843677216060893/
Mo.Flow: Solstice Celebration! Basiclee, Blissai, DownsquareZ, ReishiO 	The Jade Lounge (Monterey)	Sat: Dec 21 (8pm-1:30am)	dubstep, bass music, trap	$10 | 18+		https://www.facebook.com/events/467262577473368/
Club Necromancy: The Darkest Night, Winter Solstice Party 	Midtown Barfly (Sacramento)	Sat: Dec 21 (9pm-1:30am)	goth, industrial, synthpop, EBM, dark 80s, new wave	$5 b4 10/$8 | 21+		https://www.facebook.com/events/2451360195146121/
Yuka Yu 	Fern Bar (Sebastopol)	Sat: Dec 21 (9pm-11:30pm)	funk, disco, house, techno, afro, acid	Free | 21+		https://www.facebook.com/events/2892484454112757/
Bone Thugs-N-Harmony 	The Catalyst Nightclub Atrium (Santa Cruz)	Sat: Dec 21 (9pm-12am)	hip-hop	$30-40 | All ages	The Catalyst Club	https://www.eventbrite.com/e/64582721659
Almost Christmas Party w/ Sosupersam & Noodles 	Midway (San Francisco)	Sat: Dec 21 (9pm-2am)	hip-hop, r&b	$15-30 | 21+	15Utah, Ankh	https://www.eventbrite.com/e/almost-christmas-party-w-sosupersam-noodles-tickets-82696536567
Dad Dec - Feliz Navidad! 	Driftwood (San Francisco)	Sat: Dec 21 (9pm-2am)	disco, house, funk	$7-10 pre/$15 | 21+	Dad / Dudes And Disco	https://www.facebook.com/events/406921223525603/
Late Night Radio + Daily Bread 	Mezzanine (San Francisco)	Sat: Dec 21 (9pm-2am)	club music, uk garage, bass music, juke	$15-20 | 21+		https://www.eventbrite.com/e/late-night-radio-daily-bread-at-mezzanine-tickets-75904687965
MNML:FUN w/ Joey Alaniz and Gavin Smith 	Underground (San Francisco)	Sat: Dec 21 (9pm-2am)	minimal, techno, tech house	$5 b4 10/$8 | 21+	Mnmlfun	https://www.facebook.com/events/413395959540882/
Plaid Live A/V 	Gray Area Art + Technology (San Francisco)	Sat: Dec 21 (9pm-2am)	IDM, experimental	$25 | 21+	Gray Area Art + Technology	https://withfriends.co/event/2400450/plaid_live_av
Mystique (A Winter Solstice Holiday Party) - Bairfro, Emanate, Shane Fontane, Zaria, Dominic M, Confido, Bakr 	The Public Works (San Francisco)	Sat: Dec 21 (9pm-3:30am)	techno, deep house	$10 | 21+	Mioli Music	https://www.bigneon.com/tickets/moli-music-presents-mystique-a-winter-solstice-holiday-extravaganza-at-public-works-main-room-san-francisco
Set w/ Sabo b2b Goldcap (Sol Selectas) Open 2 Close 	The Great Northern (San Francisco)	Sat: Dec 21 (9:30pm-4am)	techno, tribal house	$10 b4 11/$15-30 | 21+	Set Underground	https://www.eventbrite.com/e/set-with-sabo-b2b-goldcap-sol-selectas-open-2-close-at-the-great-northern-tickets-75994755359
Bootie SF: Island Of Misfit Toys 	DNA Lounge (San Francisco)	Sat: Dec 21 (10pm-3:30am)	mashups	$10 b4 11pm/$15 pre/$20 | 18+		https://dnalounge.com/calendar/2019/12-21.html
Borgore 	Temple Nightclub (San Francisco)	Sat: Dec 21 (10pm-3am)	trap, electro house, dubstep	$20+ | 21+	Temple Nightclub	https://www.eventbrite.com/e/borgore-tickets-80814358923
Moulton Music Holiday Party - Mark De Clive Lowe 	Halcyon (San Francisco)	Sat: Dec 21 (10pm-4am)	jazz, live electronic	$15 | 21+		https://www.residentadvisor.net/events/1346610
Freqish Feat. Sicaria Sound 	The Flamingo House (Sacramento)	Sun: Dec 22 (3pm-8pm)	dubstep, bass music	$5-15 | 21+	Requiem Events	https://www.eventbrite.com/e/freqish-feat-sicaria-sound-deep-medi-musikrinse-fm-tickets-83885912021
EPR Reunion - Nightmare Before Christmas: 1Accord, B33SON, Ben Danklin, CShay, Elevener, Feddie Fiers, Jays One, Juan LOL, Linx, Mark G, Subcraze, Switchblade, Uncanney 	The Great Northern (San Francisco)	Sun: Dec 22 (9pm-2am)	electro house, dubstep, progressive house, EDM	$7-17.20 | 21+		https://www.eventbrite.com/e/epr-reunion-nightmare-before-christmas-tickets-84222629151
Werd. w/ Matthew Paul 	Monarch (San Francisco)	Sun: Dec 22 (9pm-2am)	house, techno	$5 | 21+		http://www.residentadvisor.net/events/1353845
8th Annual James Brown Tribute Party 	The Continental Bar Lounge & Patio (San Jose)	Wed: Dec 25 (8pm-1:30am)	funk, hip-hop, future beaets	Free w/RSVP | 21+	Universal Grammar	https://www.facebook.com/events/2186038891497130/
Housepitality: Michael Tello, Miguel Solari, Sharon Buck, Charlotte The Baroness 	F8 1192 Folsom (San Francisco)	Wed: Dec 25 (9pm-2am)	house	Free w/RSVP b4 10pm / $5 pre / $10 | 21+		http://www.residentadvisor.net/events/1357049
Supernature: Boxing Day w/ Special Guest 	Monarch (San Francisco)	Thu: Dec 26 (9:30pm-2am)	house, techno, disco	$5 pre/$10 | 21+		https://www.eventbrite.com/e/supernature-boxing-day-w-special-guest-tickets-85162085089
Gareth Emery 	1015 Folsom (San Francisco)	Thu: Dec 26 (10pm-2am)	trance, big room, progressive house	$35-45 | 21+		https://www.eventbrite.com/e/gareth-emery-at-1015-folsom-tickets-83580935829
Modular Feat. Sepp 	Phonobar (San Francisco)	Fri: Dec 27 (8pm-2am)	minimal, techno, tech house	21+		http://www.residentadvisor.net/events/1356314
Hyphy Holiday Reunion w/ Too Short, The Federation & More 	August Hall (San Francisco)	Fri: Dec 27 (8:30pm)	hip-hop, hyphy	$35-85 | 21+	Hyphy Culture	https://www.augusthallsf.com/event/9929065/hyphy-holiday-reunion-with-too-short-more/
ATLiens 	Elev8 Nightclub (San Jose)	Fri: Dec 27 (9pm-2am)	trap, bass music	$10+ | 21+	Vital & Olympus	https://www.eventbrite.com/e/vital-olympus-present-atliens-at-elev8-san-jose-tickets-83756190019
Shlump'ed For The Holidays 	Hopmonk Tavern Sebastopol (Sebastopol)	Fri: Dec 27 (9pm-2am)	bass music	$20 | 21+	Hopmonk Tavern Sebastopol	https://www.facebook.com/events/2437418686495797/
Alice Glass (DJ Set) & Pictureplane 	The Public Works (San Francisco)	Fri: Dec 27 (9pm-3am)	darkwave, synthpop	$15-20 | 21+		https://www.bigneon.com/tickets/alice-glass-dj-set-pictureplane-presented-by-public-works-san-francisco-vy9Cj
Direct to Earth w/ D.Dan, John Barera, Max Gardner, Sean Reya 	F8 1192 Folsom (San Francisco)	Fri: Dec 27 (9pm-4am)	techno	21+		https://www.facebook.com/events/411946179517803/
Acid Rain New Year's Rave-O-Lution: Astral Projection, Perkulat0r, Ananaki (Live), Dr. Spook -vs- Michael Liu, Gitsi -vs- PsybraCadabra, Phers, Psynthetic, Random -vs- Helios, Audiodidakt, Suncat, Eddy Moran -vs- Iron Bender, TreeKat, Average Joe, Dmn, Flowerchild, D-Jace, Made of The Moon 	DNA Lounge (San Francisco)	Fri: Dec 27 (9pm-6am)	psytrance, techno, hard trance, tech trance, bass music, hardcore	$10-15 pre/$25-30 | All ages	E-Portal, Geomagnetic, PLUR Alliance	https://www.dnalounge.com/calendar/2019/12-27.html
Ilan Bluestone 	Audio Nightclub (San Francisco)	Fri: Dec 27 (9:30pm-2:30am)	trance, progressive house	$30-40 | 21+		https://www.tixr.com/groups/alldayallnight/events/ilan-bluestone-at-audio-night-one-17000
Wolf + Lamb 	Monarch (San Francisco)	Fri: Dec 27 (9:30pm-2:30am)	deep house, house	$10-20 | 21+		https://www.eventbrite.com/e/monarch-presents-wolf-lamb-tickets-85184548277
Mlc #5 w/ DJ Swisha, Fiera!, Farsight & Velaluna 	Starline Social Club (Oakland)	Fri: Dec 27 (10pm-2am)	house, techno, club music, drum and bass, trap, footwork	Free w/RSVP | 21+	Moonlight Council	https://www.facebook.com/events/443727859620536/
Zomboy 	Pure Nightclub (Sunnyvale)	Fri: Dec 27 (10pm-2am)	dubstep	$20-30 | 21+		https://www.purenightclub408.com/event/zomboy-12-27-19/
Flosstradamus 	1015 Folsom (San Francisco)	Fri: Dec 27 (10pm-3am)	trap, hip-hop	$20-30 | 21+		https://www.eventbrite.com/e/flosstradamus-at-1015-folsom-tickets-76801195443
Greg Downey: Open-Close 	Halcyon (San Francisco)	Fri: Dec 27 (10pm-4am)	trance, tech trance, techno	$10-25 | 21+	Halcyon SF	https://www.eventbrite.com/e/greg-downey-open-close-tickets-74466618661
Texture Summit: Gene On Earth 	Phonobar (San Francisco)	Sat: Dec 28 (8pm-2am)	tech house, breaks	21+		http://www.residentadvisor.net/events/1356316
Dam-Funk, Nosaj Thing & J-E-T-S 	August Hall (San Francisco)	Sat: Dec 28 (9pm)	live pa, future beats, funk, boogie, synthpop, club music	$25 | 21+	Dothebay	https://www.ticketweb.com/event/dam-funk-nosaj-thing-august-hall-tickets/10010345?REFERRAL_ID=twfb
Marauda 	DNA Lounge (San Francisco)	Sat: Dec 28 (9pm)	dubstep	$15-20 pre/$25 | 18+	Wasted	https://www.dnalounge.com/calendar/2019/12-28.html
Resolution 2019: Gareth Emery 	Rainbow Ballroom (Fresno)	Sat: Dec 28 (9pm-1:30am)	trance, big room, progressive house	$40-500 | 18+	K-Lin, Midnite Events	https://resolutionfresno.eventbrite.com/
Chee, Onhell, Milano & More: Wormhole X 	Monarch (San Francisco)	Sat: Dec 28 (9pm-3am)	dubstep, trap, glitch-hop, hip-hop, psydub, breakbeat, bass music	$5-10 | 21+		https://www.eventbrite.com/e/chee-onhell-milano-more-wormhole-x-monarch-tickets-83888078501
Ilan Bluestone 	Audio Nightclub (San Francisco)	Sat: Dec 28 (9:30pm-2:30am)	trance, progressive house	$30-40 | 21+		https://www.tixr.com/groups/alldayallnight/events/ilan-bluestone-at-audio-night-two-17001
Set w/ Nicole Moudaber (4 Hrs Set) 	The Great Northern (San Francisco)	Sat: Dec 28 (9:30pm-4am)	techno	$10-40 | 21+	Set SF	https://www.eventbrite.com/e/set-with-nicole-moudaber-4-hrs-set-at-the-great-northern-tickets-73347669855
Bootie SF: Nye Pregame Party 	DNA Lounge (San Francisco)	Sat: Dec 28 (10pm-3:30am)	mashups	$10 b4 11pm/$15 pre/$20 | 18+		https://dnalounge.com/calendar/2019/12-28d.html
Klingande 	Temple Nightclub (San Francisco)	Sat: Dec 28 (10pm-3am)	deep house, tropical house	$20+ | 21+		https://www.eventbrite.com/e/klingande-tickets-83743385721
Snowglobe Music Festival 2019 	South Lake Tahoe Community Playfields & Bijou Park (South Lake Tahoe)	Sun: Dec 29-Wed: Jan 1 (Sun: 2pm-Wed: 1am)	multigenre EDM, hip-hop	$99 single day/$200+ 3 day | All ages	MTV	http://www.snowglobemusicfestival.com/sg19tickets
Werd. w/ Infinite Jess 	Monarch (San Francisco)	Sun: Dec 29 (9pm-2am)	tech house, funky house	$5 | 21+		http://www.residentadvisor.net/events/1353847
Deadmau5 	Bill Graham Civic Auditorium (San Francisco)	Mon: Dec 30 (8pm-12am)	progressive house, electro house, tech house	$49.5	West Coast Raves	https://www.ticketmaster.com/event/1C0056819BA22980
Signature Series: As You Like It Nye w/ Rrose (DJ Set), Christina Chatfield (live), Austin Cesear (hybrid), Brown Amy 	Underground SF (San Francisco)	Tue: Dec 31 (7pm-2am)	techno	$15-20 | 21+	AYLI	https://www.residentadvisor.net/events/1328224
Trap City Nye 2020: Ultraviolet, Napsty, Neriko, Baby Luie , The Twerk Squad , Foozball, Street Fighter, Ms.Pacman, Tetris 	Emporium (San Francisco)	Tue: Dec 31 (8pm-11:59pm)	trap, hip-hop	$10 pre | 21+		https://www.eventbrite.com/e/trap-city-nye-2020-at-emporium-sf-tickets-84072305529
Mix New Years Eve 2020 	Mix Downtown (Sacramento)	Tue: Dec 31 (8pm-2am)	hip-hop, EDM	$50 | 21+		https://mixnye2020.eventbrite.com/
Intergalatic Glow Party w/BangData , RadioActive & True Justice , Mr. Rogers, Mark Starr, Nima G, Sacre Cheu, DJ Soules , Marjo Lak, D+vinity 	The Inn At 2nd & C (139 2nd St, Eureka)	Tue: Dec 31 (8pm-3am)	tech house, funky house	21+	Fraktal Productions	https://www.facebook.com/events/2430619143877753/
Nye 2020 w/ Gryffin 	1015 Folsom (San Francisco)	Tue: Dec 31 (8pm-3am)	synthpop, future bass	$85-150 | 21+	1015 Folsom	https://www.eventbrite.com/e/nye-2020-with-gryffin-at-1015-folsom-tickets-76710411907
Soul Mechanix, DJ K-OS 	Boom Boom Room (San Francisco)	Tue: Dec 31 (8pm-3am)	soul, funk	$40 pre | 21+		https://boomboomroom.com/event_listings/new-years-eve-soul-party-soul-mechanix/
White Ass Ball 2020 	TBA (Rancho Cordova/Sacramento)	Tue: Dec 31 (8pm-5am)	house, techno	$40	Woot2	https://dab.ticketbud.com/wab-2020-a-new-decade-begins-?fbclid=IwAR0tRhA1Lr23URX_1_H4ZsJaZqye9MUnYhZQ2AEF7sdrGJjiObS2wsIcbOo
Andre Power (Soulection), Sasha Marie, Tia Nomore, Ricky Lake, Drew Banga, Nanosaur 	The New Parish (Oakland)	Tue: Dec 31 (9pm)	future beats, hip-hop	$20-40 | 21+		https://www.eventbrite.com/e/andre-power-soulection-tickets-80401429841
Deadmau5 / Cube V3-2019 Tour w/ Justin Martin, Lights, Qrion 	Bill Graham Civic Auditorium (San Francisco)	Tue: Dec 31 (9pm)	progressive house, electro house, tech house, funky house	$69.50-89.50 | 18+		https://www.ticketmaster.com/deadmau5-cube-v32019-tour-san-francisco-california-12-31-2019/event/1C0056819BA52982
Club Necromancy - Goth New Years Eve - Countdown To 2020 	Midtown Barfly (Sacramento)	Tue: Dec 31 (9pm-1:30am)	goth, industrial, synthpop, EBM, dark 80s, new wave	$15 | 21+		https://www.facebook.com/events/2800986856602037/
White Label NYE 2020 Featuring The Whooligan 	Lowbrau (Sacramento)	Tue: Dec 31 (9pm-1:30am)	soul, funky house, disco, hip-hop	$30+ | 21+	Lowbrau	https://www.eventbrite.com/e/white-label-nye-2020-featuring-the-whooligan-room-service-intl-tickets-85010930983?fbclid=IwAR0NXUghwy0cU15dF8nzfOIILMfcueo6Sca1k4iyChF3V2IQkUh-5laAqlE
Beats Antique w/ David Starfire & Motion Potion 	The Catalyst (Santa Cruz)	Tue: Dec 31 (9pm-12am)	funky house, hip-hop, electro house, breaks	$49.50-90 | 21+		https://www.eventbrite.com/e/beats-antique-with-david-starfire-motion-potion-tickets-75063957317
Laidback Luke - Strictly Techno 	Audio (San Francisco)	Tue: Dec 31 (9pm-2:30am)	house, techno	$50-75 | 21+		https://audiosf.com/event/nye-2020-12-31/
Mad|Nye: Mad Men Nye 2020 	Novela (San Francisco)	Tue: Dec 31 (9pm-2am)	hip-hop, EDM	$25-45 | 21+		https://www.eventbrite.com/e/mad-nye-mad-men-new-years-eve-2020-at-novela-sf-tickets-82899736343
Max Kim, Corrine vs. Dooby, Axel Holmes, Forest Green, Galactic Illumination (Michael Liu vs. Sausee), Destrukshin 	Lounge 3411 (Oakland)	Tue: Dec 31 (9pm-2am)	bass house, tech house, deep house, melbourne bounce, psytrance, drum and bass, hardcore	Free | 21+	Alex Holmes	https://www.facebook.com/events/2563959800493572/
Midnight Madness 	City Nights (San Francisco)	Tue: Dec 31 (9pm-2am)	hip-hop, top 40, pop EDM	$29-69 | 18+	City Nights	https://bit.ly/2XKiW9o
Moany San Francisco New Year's Eve 2020 	The Regency Ballroom (San Francisco)	Tue: Dec 31 (9pm-2am)	house, hip-hop	$55+ | 21+	The Regency Ballroom	https://sfevents.com/event/moany-new-years-eve-in-san-francisco-2020/?cid=aff_fb-oea-official-102180
Mr V, Rated R, Julius Papp, Frankky Boissy 	The Continental Bar Lounge & Patio (San Jose)	Tue: Dec 31 (9pm-2am)	house, classic house, funky house, disco, nu-disco	$15-35 | 21+		https://www.eventbrite.com/e/new-years-eve-2020-the-continental-san-jose-tickets-76504327503
New Year's Eve w/ Dillon Francis 	Fort Mason Center (San Francisco)	Tue: Dec 31 (9pm-2am)	moombahton, trap, twerk, electro house, open bar	$125-200 | 21+	Eye Heart	https://www.eventbrite.com/e/new-years-eve-with-dillon-francis-in-san-francisco-open-bar-tickets-69759922807
New Bohemia Nye 2020: Just Emma, Syd Gris, Kerry Bo Berry, VITAMINDEVO, Alastair, Kaatja, Cptn Jay, DJ Denise, Jef Stott, Backcheck, Zara Mez, Oona X, Vulcan, Richard_Mixon, Femmelectric, JustB, Damian Ardenne 	The San Francisco Mint (San Francisco)	Tue: Dec 31 (9pm-3:30am)	house, tech house, funky house, disco	$80 | 21+	Opel Productions / Vau De Vire Society	http://www.residentadvisor.net/events/1344976
Mark Farina & Pat Mahoney 	Public Works (San Francisco)	Tue: Dec 31 (9pm-3am)	deep house, jackin house	$40 | 21+	Make It Funky	https://www.residentadvisor.net/events/1335245
Back To The Future 	Luxx (San Francisco)	Tue: Dec 31 (9pm-4am)	TBD	$25-55 | 21+	Permission Granted	https://nye-2020-sanfrancisco.eventbrite.com/
Bonobo & More 	The Midway (San Francisco)	Tue: Dec 31 (9pm-4am)	house, garage, downtempo	$69.50-99.50 | 21+	The Midway	https://www.residentadvisor.net/events/1323068
Claude Vonstroke 	Mezzanine (San Francisco)	Tue: Dec 31 (9pm-4am)	funky house, electro house, tech house, bassline	$80-120 | 21+		https://www.eventbrite.com/e/nye-2020-claude-vonstroke-at-mezzanine-tickets-75350221541
The Crystal Method X Dolby Atmos 	Halcyon (San Francisco)	Tue: Dec 31 (9:30pm-3:30am)	breaks, electro house	$20-100 | 21+		https://www.eventbrite.com/e/the-crystal-method-x-dolby-atmos-tickets-76378814089
New Years Ball w/ David Hohme 	The Great Northern (San Francisco)	Tue: Dec 31 (9:30pm-3am)	progressive house, deep house	$30-40 | 21+	The Great Northern	https://www.residentadvisor.net/events/1334245
Boat Party 	Pier 40 (San Francisco)	Tue: Dec 31 (10pm-1:30am)	house, hip-hop, pop EDM, top 40	$150-175 | 21+	Wicked Events	https://nye2020-boat-party.eventbrite.com/
Fisher & Dolby Present NYE2020 Starring Autograf 	August Hall & Fifth Arrow (San Francisco)	Tue: Dec 31 (10pm-2am)	tech house, funky house	$89-950 | 21+		https://www.eventbrite.com/e/fisher-dolby-present-nye2020-starring-autograf-tickets-71012671813
The Grand Affair Nye 2020 	The Grand Nightclub (San Francisco)	Tue: Dec 31 (10pm-2am)	top 40, hip-hop, pop EDM	$19.95-99	The Grand Nightclub	https://www.eventbrite.com/e/the-grand-affair-nye-2020-tickets-82875399551
Bootie Mashup: Nye 2020 	DNA Lounge (San Francisco)	Tue: Dec 31 (10pm-3:30am)	mashups	$10 b4 11pm/$15 pre/$20 | 18+	Bootie SF	https://dnalounge.com/calendar/2019/12-31.html
Nye Afterglow 2019 - ft Denise, David Harness, Ruben Mancias 	Space 550 (San Francisco)	Tue: Dec 31 (10pm-6am)	circuit house, tech house, deep house	$25-100 | 21+	Comfort & Joy	https://nyeafterglow2019.eventbrite.com/
It'sA New Day + Breakfast Of Champions Block Party 2020 	The Great Northern (San Francisco)	Wed: Jan 1, 2020 (4am-9pm)	tech house, funky house, breaks, deep house	$20-50 | 21+	Space Cowboys	https://www.eventbrite.com/e/its-a-new-day-breakfast-of-champions-block-party-2020-tickets-75027436081
First Day 2020 	The Atrium 916 (Sacramento)	Wed: Jan 1, 2020 (6am-4pm)	hip-hop, house	$25-45	Faf Management Llc	https://www.eventbrite.com/e/first-day-2020-sacramentos-biggest-new-years-day-party-tickets-82317336369
Fresh Start: Claptone, Boys Noize, Jeremy Olander, J. Phlip, Eli & Fur, Walker & Royce, Sacha Robotti, Moon Boots 	The Midway (San Francisco)	Wed: Jan 1, 2020 (6am-8pm)	house, tech house, techno, progressive house	$25-90 | 21+	The Midway SF	https://www.bigneon.com/events/fresh-start-w-claptone-many-more-tba-at-the-midway-full-venue-san-francisco
Said The Sky 	1015 Folsom (San Francisco)	Wed: Jan 1, 2020 (8pm-12am)	future bass, trap, pop EDM	$20-35 | 21+		https://www.eventbrite.com/e/said-the-sky-at-1015-folsom-tickets-79198848889
Sunset Sound System New Years Day After-Party 2020! 	The Great Northern (San Francisco)	Wed: Jan 1, 2020 (8pm-3am)	classic house, funk	$20-70 | 21+		https://www.facebook.com/events/497709577493307/
Worthy and Kevin Knapp 	Halcyon (San Francisco)	Wed: Jan 1, 2020 (9pm-3am)	tech house, funky house	$10-25 | 21+		https://www.eventbrite.com/e/worthy-and-kevin-knapp-tickets-80734506081
Noctuary 16: Reka & Mozhgan - ft wmwood & Kudeki 	The Public Works (San Francisco)	Fri: Jan 3, 2020 (1pm-7:30pm)	techno, EBM, house	$5-12 | 21+		https://www.residentadvisor.net/events/1337437
Sander Kleinenberg 	Audio (San Francisco)	Fri: Jan 3, 2020 (9:30pm-2am)	house, trance	$10 | 21+		https://www.eventbrite.com/e/sander-kleinenberg-tickets-83072519141
Nora En Pure 	1015 Folsom (San Francisco)	Fri: Jan 3, 2020 (10pm-3am)	progressive house	$20-30 | 21+		https://www.eventbrite.com/e/nora-en-pure-at-1015-folsom-tickets-76086471685
Bart Skils 	Halcyon (San Francisco)	Fri: Jan 3, 2020 (10pm-4am)	techno	$5-20 | 21+		https://www.eventbrite.com/e/bart-skils-tickets-84324074577
Housebroken 1st Friday Afterparty 	The Endup (San Francisco)	Sat: Jan 4, 2020 (2am-6am)	tech house, deep house	21+	Housebroken Events	https://www.facebook.com/events/589078558531514/
DJ Pauly D 	Pure Nightclub (Sunnyvale)	Sat: Jan 4, 2020 (10pm-2am)	pop EDM	$30-35 | 21+		https://www.purenightclub408.com/event/dj-pauly-d-01-04-20/
Westend 	Halcyon (San Francisco)	Sat: Jan 4, 2020 (10pm-4am)	tech house	$5-20 | 21+		https://www.eventbrite.com/e/westend-tickets-81586727097
Cashmere Cat 	The Catalyst (Santa Cruz)	Tue: Jan 7, 2020 (9pm-12am)	synthpop, downtempo, pop house	$22 | 16+	The Catalyst Club	https://www.eventbrite.com/e/cashmere-cat-tickets-71450489337
The Tribe Presents Welcome Back - Gabe Van de Sande, Miggle, Naray & Ocean Sako 	MOTIV (Santa Cruz)	Wed: Jan 8, 2020 (9pm-1am)	pop EDM, house	Free w/RSVP b4 10pm/$5 | 21+		https://www.eventbrite.com/e/the-tribe-presents-welcome-back-tickets-82401468009
Monte Carlo 	111 Minna Gallery (San Francisco)	Fri: Jan 10, 2020 (5pm-9pm)	hip-hop, funk	21+		http://www.residentadvisor.net/events/1348656
San Francisco Tape Music Festival 	The Victoria Theatre (San Francisco)	Fri: Jan 10, 2020 (8pm)	experimental		SFsound	https://www.facebook.com/events/352528609029380/
Double Berghain/Panorama Bar Header 	F8 1192 Folsom (San Francisco)	Fri: Jan 10, 2020 (9pm-4am)	techno	$15-25 | 21+	Dirty Epic, Direct to Earth	https://www.residentadvisor.net/events/1347759
Bassjackers 	Pure Nightclub (Sunnyvale)	Fri: Jan 10, 2020 (10pm-2am)	big room, electro house	$15-25 | 21+		https://www.purenightclub408.com/event/bassjackers-01-10-20/
Party Favor: Layers Envisioned Tour 	1015 Folsom (San Francisco)	Fri: Jan 10, 2020 (10pm-3am)	trap, pop EDM	$15 | 21+		https://www.eventbrite.com/e/party-favor-layers-envisioned-tour-at-1015-folsom-tickets-74143066909
Rhythm Method: Friday Night Afters - James Dean, Mike Bledsoe, Subrhythm, Ally AF 	The Endup (San Francisco)	Sat: Jan 11, 2020 (2am-6am)	deep house, tech house	21+	Housebroken Events	https://www.facebook.com/events/478625432734217/
Wild Ones ~ A Kid-Centric Dance Party Feat. Icon & Sychosis 	BRIX 581 (Oakland)	Sat: Jan 11, 2020 (10am-1pm)	house, breaks, dubstep	$8-12 / Free for kids		https://wildonesjan2020.eventbrite.com/
Thunderstone Labs 	The Valencia Room (San Francisco)	Sat: Jan 11, 2020 (9pm-2am)	lofi house, deep house	Free w/RSVP b4 10pm/$10 | 21+	Secret Friends, Resonance	https://www.eventbrite.com/e/thunderstone-labs-at-the-valencia-room-tickets-83296360657
Dad Bang! January 	F8 1192 Folsom (San Francisco)	Sat: Jan 11, 2020 (9pm-3am)	disco, house, funk	$10 pre/$15 | 21+	Go Bang!	https://dadbangjanuary2020.eventbrite.com
Joachim Pastor 	Audio (San Francisco)	Sat: Jan 11, 2020 (9:30pm-2am)	progressive house, tech house, deep house	$10 | 21+		https://www.eventbrite.com/e/joachim-pastor-tickets-79055245367
Christian Martin, Oszo, Ryan Lincoln & Ugly Girls In Miami 	MOTIV (Santa Cruz)	Wed: Jan 15, 2020 (9pm-1am)	tech house	$10-20 | 21+	Santa Cruz Music Festival	https://www.eventbrite.com/e/christian-martin-oszo-ryan-lincoln-ugly-girls-in-miami-at-motiv-tickets-81873266143
Workshop Sessions #2: Production Skillshare 	Vinyl Dreams (San Francisco)	Thu: Jan 16, 2020 (8pm-9:30pm)	producer workshop	Free | All ages	Noctuary SF	http://www.residentadvisor.net/events/1356350
Wobbleland 2020: Zeds Dead, Adventure Club, Liquid Stranger, Subtronics b2b Boogie T b2b He$h, Bear Grillz, Midnight Tyrannosaurus b2b Downlink, Monxx, Moody Good, Spag Heddy, Abelation, Cromatik 	Bill Graham Civic Auditorium (San Francisco)	Fri: Jan 17, 2020 (5:30pm)	dubstep, riddim, bass music, glitch-hop, trap	$110-130 | 18+	Another Planet Entertainment, Vital	https://www.ticketmaster.com/event/1C005738942B4AF2
Belief Defect, Hypoxia, Luis Flores, Max Gardner, Tariq 	Gray Area Foundation For The Arts (San Francisco)	Fri: Jan 17, 2020 (9pm-2am)	live a/v, experimental, noise, techno	$15-20 pre | 21+	Direct To Earth	https://grayarea.org/event/belief-defect-live-a-v/
Weiss (Open To Close Set) 	Audio (San Francisco)	Fri: Jan 17, 2020 (9:30pm-2am)	disco house, funky house, deep house	$15-20 | 21+		https://www.eventbrite.com/e/weiss-open-to-close-set-tickets-81628816989
International Student Festival 	Club X (San Francisco)	Fri: Jan 17, 2020 (10pm-2am)	pop EDM, top 40, hip-hop	$4.50-19.50 | 18+		http://buytickets.at/isf/325325
Mele 	Halcyon (San Francisco)	Fri: Jan 17, 2020 (10pm-4am)	tech house	$5 b4 11/$10-20 | 21+		https://www.eventbrite.com/e/mele-tickets-83252768271
Konstruct Vault Series 2: Joton (Spain) w/ Jx-216, Tariq, Rubidium, U-Srd 	TBA (San Francisco)	Fri: Jan 17, 2020 (10pm-6am)	techno	$25 b4 midnight/$30 | 21+		https://www.residentadvisor.net/events/1355659
Felix Da Housecat 	Audio (San Francisco)	Sat: Jan 18, 2020 (9:30pm-2am)	electro house, tech house, deep house	Free w/RSVP b4 11pm/$10 | 21+		https://audiosf.com/event/felix-da-housecat-01-18/
Throttle 	Temple Nightclub (San Francisco)	Sat: Jan 18, 2020 (10pm-3am)	pop EDM, house	$20 | 21+		https://www.eventbrite.com/e/throttle-tickets-83283074919
Martin Ikin 	Halcyon (San Francisco)	Sat: Jan 18, 2020 (10pm-4am)	tech house	$5 b4 11/$10-20 | 21+		https://www.eventbrite.com/e/martin-ikin-tickets-83883458683
